_input,_num,_widgetName,_source,_resultNumber,_pageUrl,name,url,url/_source,url/_title,url/_text,description
,191,sig-crawler,sig-crawler,191,http://votesmart.org/interest-group/77/competitive-enterprise-institute,Competitive Enterprise Institute,http://www.cei.org/,,,http://www.cei.org/,"The Competitive Enterprise Institute is a non-profit public policy organization dedicated to advancing the principles of limited government free enterprise and individual liberty. Our mission is to promote both freedom and fairness by making good policy good politics. We make the uncompromising case for economic freedom because we believe it is essential for entrepreneurship innovation and prosperity to flourish."
,192,sig-crawler,sig-crawler,192,http://votesmart.org/interest-group/134/concerned-women-for-america,Concerned Women for America,http://www.cwfa.org,,,http://www.cwfa.org,Concerned Women for America (CWA) is the nation's largest public policy women's organization with a rich 30-year history of helping our members across the country bring Biblical principles into all levels of public policy. There's a cultural battle raging across this country and CWA is on the frontline protecting those values through prayer and action. We focus on six core issues: the family the sanctity of human life religious liberty education pornography and national sovereignty.
,193,sig-crawler,sig-crawler,193,http://votesmart.org/interest-group/2184/dapac,DAPAC,http://dapac.org/,,,http://dapac.org/,DAPAC was started in 2000 with the goal of creating a progressive Democratic Majority in Congress. We provide advice and logistical support for progressive Democrats running for Congress. We typically assist about a dozen progressive candidates every election cycle. We are the only group in the country that helps Progressive Democratic candidates with every aspect of their campaign. As a consequence we have a very high success rate in actually electing progressive Democrats to Congress.
,194,sig-crawler,sig-crawler,194,http://votesmart.org/interest-group/674/the-humane-society-of-the-united-states,The Humane Society of the United States,http://www.hsus.org,,,http://www.hsus.org,The Humane Society of the United States is the nation's largest and most effective animal protection organization. We help animals by advocating for better laws to protect animals; conducting campaigns to reform industries; providing animal rescue and emergency response; investigating cases of animal cruelty; and caring for animals through our sanctuaries and wildlife rehabilitation centers emergency shelters and clinics.
,195,sig-crawler,sig-crawler,195,http://votesmart.org/interest-group/1215/united-states-business-and-industry-council,United States Business and Industry Council,http://americaneconomicalert.org/,,,http://americaneconomicalert.org/,"The U.S. Business and Industry Council is a national organization of business owners and executives dedicated to making the U.S. domestic economy the world's leading engine of economic growth. The Councils mission is to expand our domestic economy with particular emphasis on our manufacturing processing and fabricating industries and through the resulting growth to extend a high standard of living to all Americans."
,196,sig-crawler,sig-crawler,196,http://votesmart.org/interest-group/1184/vote-hemp,Vote Hemp,http://www.votehemp.com/,,,http://www.votehemp.com/,"Vote Hemp is a national single-issue nonprofit organization dedicated to the acceptance of and free market for industrial hemp low-THC oilseed and fiber varieties of Cannabis and to changes in current law to allow U.S. farmers to grow the crop. Our ultimate goal is having hemp grown on a commercial scale in the U.S. once again and for the crop to be able to be processed here as well. We educate people on the issues surrounding hemp register voters and build coalitions to fulfill our mission."
,197,sig-crawler,sig-crawler,197,http://votesmart.org/interest-group/1456/american-veterans,American Veterans,http://www.amvets.org,,,http://www.amvets.org,"AMVETS MISSION STATEMENT: To enhance and safe­guard the enti­tle­ments for all Amer­i­can Vet­er­ans who have served hon­or­ably and to improve the qual­ity of life for them their fam­i­lies and the com­mu­ni­ties where they live through lead­er­ship advo­cacy and services."
,198,sig-crawler,sig-crawler,198,http://votesmart.org/interest-group/991/american-benefits-council,American Benefits Council,http://www.americanbenefitscouncil.org/,,,http://www.americanbenefitscouncil.org/,The American Benefits Council (the Council) is committed to being the preeminent advocate of employer-sponsored benefit programs in Washington D.C.
,199,sig-crawler,sig-crawler,199,http://votesmart.org/interest-group/812/peace-action-west,Peace Action West,http://www.peaceactionwest.org/,,,http://www.peaceactionwest.org/,"Peace Action West works for smarter American approaches to global problems. If we want to address problems like war poverty global warming terrorism -- the US needs to work together cooperatively with other nations. It also means overcoming the partisan politics and divisive rhetoric that often drown out alternatives to war. By getting regular Americans involved we build the political will to break that deadlock. We're the group behind the treaty that ended atmospheric nuclear testing we stopped President Bush's new nukes and now we're leading the charge for peaceful alternatives in Afghanistan. Our success comes from engaging average citizens like no other organization. Peace Action West's thousands of members make their voices count on matters that shape our world."
,200,sig-crawler,sig-crawler,200,http://votesmart.org/interest-group/1081/american-wilderness-coalition,American Wilderness Coalition,http://www.americanwilderness.org,,,http://www.americanwilderness.org,"The American Wilderness Coalition seeks to expand and protect our National Wilderness Preservation System by providing additive resources and advocacy assistance to the many individuals and organizations involved in campaigns to protect additional Wilderness Areas today."
,201,sig-crawler,sig-crawler,201,http://votesmart.org/interest-group/1542/american-immigration-lawyers-association,American Immigration Lawyers Association,http://www.aila.org,,,http://www.aila.org,"The American Immigration Lawyers Association is the national association of immigration lawyers established to promote justice advocate for fair and reasonable immigration law and policy advance the quality of immigration and nationality law and practice and enhance the professional development of its members."
,202,sig-crawler,sig-crawler,202,http://votesmart.org/interest-group/1912/republican-majority-campaign-pac,Republican Majority Campaign PAC,,,,,"The Republican Majority Campaign Political Action Committee (RMCPAC) is dedicated to restoring the Republican majority in Congress in 2010 by advancing an America First Platform (AFP) based upon positive ideals free markets and individual liberties."
,203,sig-crawler,sig-crawler,203,http://votesmart.org/interest-group/2033/league-of-southeastern-credit-unions,League of Southeastern Credit Unions,http://www.lscu.coop/index.php,,,http://www.lscu.coop/index.php,Representing 298 credit unions with $58 billion in assets and 6.3 million members the League of Southeastern Credit Unions (LSCU) is the trade association for Alabama and Florida credit unions.
,204,sig-crawler,sig-crawler,204,http://votesmart.org/interest-group/2338/log-cabin-republicans,Log Cabin Republicans,http://www.logcabin.org/,,,http://www.logcabin.org/,"The mission of Log Cabin Republicans shall advance the interests of the gay and lesbian community within the Republican Party of the United States of America. It shall assist in the development and enactment of policies affecting the gay and lesbian community within the Republican Party and by municipal state and federal governments. Its membership shall advocate and support candidates activities or initiatives which provide equal rights under law to persons who are gay or lesbian promote nondiscrimination against or harassment of persons who are gay or lesbian and encourage participation in the Republican Party by gay and lesbian Americans."
,205,sig-crawler,sig-crawler,205,http://votesmart.org/interest-group/766/american-library-association,American Library Association,http://www.ala.org,,,http://www.ala.org,The American Library Association (ALA) is the oldest and largest library association in the world providing association information news events and advocacy resources for members librarians and library users.
,206,sig-crawler,sig-crawler,206,http://votesmart.org/interest-group/1870/southern-alliance-for-clean-energy-action-fund,Southern Alliance for Clean Energy Action Fund,http://www.cleanenergyactionfund.org,,,http://www.cleanenergyactionfund.org,"Southern Alliance for Clean Energy Action Fund (SACE Action Fund) is the political arm of the Southern Alliance for Clean Energy. SACE Action Fund is a non-partisan non-profit (c4) organization striving to make global warming solutions a top priority for our region's elected leaders. As a legislative watchdog SACE Action Fund works within our region's conservation community to identify and highlight important energy and global warming-related legislation and votes in Congress with significant policy implications that will impact our air water economy and public health."
,207,sig-crawler,sig-crawler,207,http://votesmart.org/interest-group/2086/catholic-advocate,Catholic Advocate,http://scorecard.catholicadvocate.com,,,http://scorecard.catholicadvocate.com,"At Catholic Advocate we engage and encourage faithful Catholics to actively participate in the political process to support elected officials and policies that remain consistent with the teachings of the Catholic Church"
,208,sig-crawler,sig-crawler,208,http://votesmart.org/interest-group/401/national-breast-cancer-coalition,National Breast Cancer Coalition,http://www.natlbcc.org/,,,http://www.natlbcc.org/,"The National Breast Cancer Coalition is a grassroots advocacy effort in the fight against breast cancer. In 1991 the Coalition was formed with one mission - to eradicate breast cancer through action and advocacy."
,209,sig-crawler,sig-crawler,209,http://votesmart.org/interest-group/2347/progressive-action-pac-congressional-progressive-caucus,Progressive Action PAC (Congressional Progressive Caucus),http://www.actprogressive.com/,,,http://www.actprogressive.com/,"Progressive Action PAC supports candidates for Congress who share the Congressional Progressive Caucuss (CPC) vision for Americas future: justice peace and good jobs for all Americans. The CPC is the largest Democratic caucus in Congress dedicated to creating good paying jobs ending the housing crisis and working to overturn Citizens United so corporations cannot buy our elections. As the most diverse caucus in Congress we embrace diversity as fundamental to the strength of the Congress and to America. Progressive Action PAC is dedicated to bring more progressives to Congress. The Progressive Action PAC will help build progressive infrastructure and support progressive candidates. The Progressive Action PAC will expand progressive voices and power within the Congress."
,210,sig-crawler,sig-crawler,210,http://votesmart.org/interest-group/1906/feminist-majority-political-action-committee,Feminist Majority Political Action Committee,http://feministmajoritypac.org/,,,http://feministmajoritypac.org/,"The Feminist Majority PAC was founded in 2002 to support Congressional candidates who will carry the banner of womens rights. We continue to help feminist candidates across the country with donations contacts and campaign advice." "With the wide range of feminist issues that we support our overarching focus is to elect feminist women who will champion our causes in the halls of Congress. Among our active members we have experienced campaign workers throughout the country who can assist candidates on the ground."
,211,sig-crawler,sig-crawler,211,http://votesmart.org/interest-group/1654/national-womens-political-caucus,National Women's Political Caucus,http://www.nwpc.org/,,,http://www.nwpc.org/,The National Women's Political Caucus is a multipartisan multicultural grassroots organization dedicated to increasing women's participation in the political field and creating a political power base designed to achieve equality for all women. Founded in 1971 the NWPC prides itself in increasing the number of pro-choice women elected and appointed into office every year. Through recruiting training and financial donations the NWPC provides support to women candidates running for all levels of office regardless of political affiliation. In addition hundreds of state and local chapters reach out to women in communities across the country to better assist them in their dreams of being elected into office. The NWPC strives to break the glass ceiling which restricts a woman's ability to climb the political ladder one crack at a time.
,212,sig-crawler,sig-crawler,212,http://votesmart.org/interest-group/1813/national-employment-lawyers-association,National Employment Lawyers Association,http://www.nela.org/NELA/index.cfm,,,http://www.nela.org/NELA/index.cfm,"The National Employment Lawyers Association is a specialty bar association for those attorneys in the legal profession who exclusively or primarily represent workers in employment disputes. NELA provides help and support to lawyers protecting the rights of workers through networking educational programs publications and technical assistance."
,213,sig-crawler,sig-crawler,213,http://votesmart.org/interest-group/1777/alliance-for-headache-disorders-advocacy,Alliance For Headache Disorders Advocacy,http://www.allianceforheadacheadvocacy.org/index.htm,,,http://www.allianceforheadacheadvocacy.org/index.htm,"The Alliance for Headache Disorders Advocacy is comprised nonprofit organizations who are vitally concerned about the health of patients with headache disorders including migraine disease cluster headaches chronic daily headache new daily persistent headache tension-type headaches. All headache disorders. The Alliance for Headache Disorders Advocacy is a new organization made up of doctors other healthcare professionals research scientists and patients just like you. Our current mission is to increase NIH funding for research into headache disorders."
,214,sig-crawler,sig-crawler,214,http://votesmart.org/interest-group/847/transportation-communications-union,Transportation Communications Union,http://www.goiam.org/,,,http://www.goiam.org/,"Together we (The Transportation Communications International Union) form a diverse alliance. However different we are as individuals we share some hopes in common. We want what most people want from life -- A good job with good pay and benefits. Respect. Dignity. Peace. Prosperity. That's what TCU is all about. Working together through the Union we know we can achieve our common objectives more effectively. TCU members set the pace and direction of all the Union's activities. And the Union's strength will always be in direct proportion to the degree of participation by its members."
,215,sig-crawler,sig-crawler,215,http://votesmart.org/interest-group/1340/national-restaurant-association,National Restaurant Association,http://www.restaurant.org,,,http://www.restaurant.org,We promote entrepreneurship and hospitality. We advocate for pro-restaurant regulation and operational freedom. And we empower all restaurant owners to achieve even more success than they thought possible.
,216,sig-crawler,sig-crawler,216,http://votesmart.org/interest-group/1955/combat-veterans-for-congress,Combat Veterans for Congress,http://combatveteransforcongress.org/,,,http://combatveteransforcongress.org/,"The Combat Veterans For Congress PAC is dedicated to supporting the election of fiscally conservative Combat Veterans to Congress. We seek Combat Veterans For Congress who believe in limited government will rein in the out of control spending of Congress are committed to preserving and defending the U.S. Constitution and will support the independence and freedom of the individual as outlined in the Bill of Rights. We support Combat Veterans For Congress who are dedicated to promoting The Free Enterprise System creating the greatest economic engine in the history of mankind provide for a strong national defense and will endorse the teaching of U.S. history and the Founding Fathers core values in educational institutions."
,217,sig-crawler,sig-crawler,217,http://votesmart.org/interest-group/1927/libertyslate,LibertySlate,http://libertyslate.com/,,,http://libertyslate.com/,"LibertySlate 2010 exists to empower American voters with information about candidates for Congress in 2010 who share our commitment to constitutionally limited government and individual liberty."
,218,sig-crawler,sig-crawler,218,http://votesmart.org/interest-group/1702/american-wind-energy-association,American Wind Energy Association,http://www.awea.org,,,http://www.awea.org,"The mission of the American Wind Energy Association is to promote wind power growth through advocacy communication and education. AWEA is a national trade association representing wind power project developers equipment suppliers services providers parts manufacturers utilities researchers and others involved in the wind industry - one of the world's fastest growing energy industries."
,219,sig-crawler,sig-crawler,219,http://votesmart.org/interest-group/373/american-college-of-emergency-physicians,American College of Emergency Physicians,http://www.acep.org/,,,http://www.acep.org/,"The American College of Emergency Physicians promotes the highest quality of emergency care and is the leading advocate for emergency physicians their patients and the public."
,220,sig-crawler,sig-crawler,220,http://votesmart.org/interest-group/102/american-shareholders-association,American Shareholders Association,,,,,This organization was dissolved. Its archives are kept here as a public service. "American Shareholders Association was founded to give the public a voice to people like you in the public policy debates that impact your savings and investment."
,221,sig-crawler,sig-crawler,221,http://votesmart.org/interest-group/2125/christian-and-jews-united-for-israel,Christian and Jews United for Israel,http://www.cjui.org,,,http://www.cjui.org,Christians and Jews United for Israel was formed in Massachusetts in 2006. Its members officers steering committee and advisory board include many prominent Christian and Jewish community leaders activists and clergy who are concerned about Israels security welfare future and treatment by the media.
,222,sig-crawler,sig-crawler,222,http://votesmart.org/interest-group/2136/global-exchange,Global Exchange,http://www.globalexchange.org/,,,http://www.globalexchange.org/,Global Exchange is an international human rights organization dedicated to promoting social economic and environmental justice around the world. We take a holistic approach to creating change and as an education and action resource center we advance our vision by working to ensure our members and constituents are empowered locally and connected globally to create a just and sustainable world.
,223,sig-crawler,sig-crawler,223,http://votesmart.org/interest-group/1475/national-organization-for-women,National Organization for Women,http://www.now.org,,,http://www.now.org,"Since its founding in 1966 National Organization for Women's goal has been to take action to bring about equality for all women. NOW works to eliminate discrimination and harassment in the workplace schools the justice system and all other sectors of society; secure abortion birth control and reproductive rights for all women; end all forms of violence against women; eradicate racism sexism and homophobia; and promote equality and justice in our society."
,224,sig-crawler,sig-crawler,224,http://votesmart.org/interest-group/74/english-first,English First,http://www.englishfirst.org,,,http://www.englishfirst.org,"Our goals are simple: Make English America's official language. Give every child the chance to learn English. Eliminate costly and ineffective multilingual policies."
,225,sig-crawler,sig-crawler,225,http://votesmart.org/interest-group/1598/american-federation-of-government-employees,American Federation of Government Employees,http://www.afge.org,,,http://www.afge.org,"The American Federation of Government Employees (AFGE) is the largest federal employee union representing 600000 federal and D.C. government workers nationwide and overseas. Workers in virtually all functions of government at every federal agency depend upon AFGE for legal representation legislative advocacy technical expertise and informational services."
,226,sig-crawler,sig-crawler,226,http://votesmart.org/interest-group/2103/national-foreign-trade-council,National Foreign Trade Council,http://www.nftc.org/default.asp?id=1,,,http://www.nftc.org/default.asp?id=1,The National Foreign Trade Council (NFTC) is the premier business organization advocating a rules-based world economy. Founded in 1914 by a group of American companies that supported an open world trading system the NFTC and its affiliates now serve more than 300 member companies through offices in Washington and New York. Advancing Global Commerce The role of America in the world economy and the impact of international trade on the United States have never been more important. Leveraging its broad membership expertise and influence the NFTC is the only national business organization that exclusively advocates the international and public policy priorities of its members. From international trade investment tax and export finance to human resource management the NFTC's services and advocacy are a critical link for U.S. companies.
,227,sig-crawler,sig-crawler,227,http://votesmart.org/interest-group/1765/utility-workers-union-of-america,Utility Workers Union of America,http://www.uwua.net,,,http://www.uwua.net,"The Utility Workers Union of America AFL-CIO is an organization of members united by the belief in the dignity and worth of workers by the value of the services we provide to the public and dedicated to improving the lives of our members and their families."
,228,sig-crawler,sig-crawler,228,http://votesmart.org/interest-group/1316/consumer-federation-of-america,Consumer Federation of America,http://www.consumerfed.org,,,http://www.consumerfed.org,"Since 1968 the Consumer Federation of America (CFA) has provided consumers a well-reasoned and articulate voice in decisions that affect their lives. Day in and out CFA's professional staff gathers facts analyzes issues and disseminates information to the public policymakers and rest of the consumer movement."
,229,sig-crawler,sig-crawler,229,http://votesmart.org/interest-group/568/national-farmers-organization,National Farmers Organization,http://www.nfo.org/,,,http://www.nfo.org/,"National Farmers a non-profit organization began in 1955 as a way for producers to communicate agricultural and rural concerns to congressional and local leaders. Today National Farmers Organization has grown into a sophisticated source for ag risk management products and a smarter way to market commodities."
,230,sig-crawler,sig-crawler,230,http://votesmart.org/interest-group/793/americans-united-for-the-separation-of-church-and-state,Americans United for the Separation of Church and State,http://www.au.org/,,,http://www.au.org/,"Americans United (AU) is a nonpartisan organization dedicated to preserving the constitutional principle of church-state separation as the only way to ensure religious freedom for all Americans."
,231,sig-crawler,sig-crawler,231,http://votesmart.org/interest-group/118/americans-for-better-immigration,Americans for Better Immigration,http://www.betterimmigration.com/,,,http://www.betterimmigration.com/,"Americans for Better Immigration (ABI) is a non-profit non-partisan organization which lobbies Congress for reductions in immigration numbers. ABI believes the problem with immigration today is not the individual immigrant but the numbers."
,232,sig-crawler,sig-crawler,232,http://votesmart.org/interest-group/503/associated-general-contractors-of-america,Associated General Contractors of America,http://www.agc.org/,,,http://www.agc.org/,"AGC serves our nation's construction professionals by promoting the skill integrity and responsibility of those who build America."
,233,sig-crawler,sig-crawler,233,http://votesmart.org/interest-group/1574/animal-welfare-institute,Animal Welfare Institute,http://awionline.org/,,,http://awionline.org/,"Since its founding in 1951 AWI has sought to alleviate the suffering inflicted on animals by people. In the organization's early years our particular emphasis was on the desperate needs of animals used for experimentation. In the decades that followed we expanded the scope of our work to address many other areas of animal suffering. Today one of our greatest areas of emphasis is cruel animal factories which raise and slaughter pigs cows chickens and other animals. The biggest are in our country and they are expanding worldwide. AWI's 50th Anniversary CompilationAnother major AWI effort is our quest to end the torture inflicted on furbearing animals by steel jaw leghold traps and wire snares. AWI continues its work to protect animals in laboratories including promotion of development of non-animal testing methods and prevention of painful experiments on animals by high school students. Representatives of AWI regularly attend meetings of the Convention on International Trade in Endangered Species of Wild Fauna and Flora to fight for protection of threatened and endangered species. Similarly we attend meetings of the International Whaling Commission to preserve the ban on commercial whaling and we work to protect all marine life against the proliferation of human-generated ocean noise including active sonar and seismic air guns. AWI works to minimize the impacts of all human actions detrimental to endangered species including the destruction of natural forests containing ancient trees and pollution of the oceans destroying every kind of marine life." As of 2013 the Society for Animal Protective Legislation officially changed its name to the Animal Welfare Institute (AWI). - Project Vote Smart
,234,sig-crawler,sig-crawler,234,http://votesmart.org/interest-group/2159/techcrunchcrunchgov,TechCrunch/CrunchGov,http://techcrunch.com/crunchgov/,,,http://techcrunch.com/crunchgov/,TechCrunch is a leading technology media property dedicated to obsessively profiling startups reviewing new Internet products and breaking tech news.
,235,sig-crawler,sig-crawler,235,http://votesmart.org/interest-group/447/national-active-and-retired-federal-employees-association,National Active and Retired Federal Employees Association,http://www.narfe.org,,,http://www.narfe.org,"NARFE's mission has remained the same since 1921 to protect and improve the retirement benefits of federal retirees employees and their families."
,236,sig-crawler,sig-crawler,236,http://votesmart.org/interest-group/1751/church-world-service,Church World Service,http://www.churchworldservice.org,,,http://www.churchworldservice.org,"Church World Service is a cooperative humanitarian ministry of 35 Protestant Orthodox and Anglican denominations providing sustainable self-help and development disaster relief and refugee assistance in more than 80 countries. CWS is part of the ecumenical family of the National Council of the Churches of Christ in the U.S.A."
,237,sig-crawler,sig-crawler,237,http://votesmart.org/interest-group/2126/social-media-today,Social Media Today,http://socialmediatoday.com,,,http://socialmediatoday.com,Social Media Today is an independent online community for professionals in PR marketing advertising or any other discipline where a thorough understanding of social media is mission-critical. Every day we provide insight and host lively debate about the tools platforms companies and personalities that are revolutionizing the way we consume information. All of our content is contributed by our members and curated by our editorial staff.
,238,sig-crawler,sig-crawler,238,http://votesmart.org/interest-group/2409/liberty-for-all,Liberty for All,http://organizeliberty.org/,,,http://organizeliberty.org/,"Liberty For All Inc. is a non-profit social welfare organization dedicated to the development of and advocacy for legislation and government programs that promote and sustain social and economic freedoms advance a free society and promote the enactment of limited and local government. In support of this mission Liberty For All conducts research educates the public engages in issue advocacy and scores the positions of elected officials concerning these issues. While many groups and polls describe what the next generation believes few have attempted to understand what the next generation cares about and what motivates them to get involved. By researching this question Liberty For All will insure that our advocacy and platforms are amongst the most effective and future-oriented in the nation. By combining the strategic selection of future battlegrounds in the fight of ideas with an exciting and targeted platform we can reach out to people of all ages backgrounds and beliefs and to make a real impact at the local level all across America."
,239,sig-crawler,sig-crawler,239,http://votesmart.org/interest-group/1692/the-arc,The Arc,http://www.thearc.org,,,http://www.thearc.org,"The Arc promotes and protects the human rights of people with intellectual and developmental disabilities and actively supports their full inclusion and participation in the community throughout their lifetimes."
,240,sig-crawler,sig-crawler,240,http://votesmart.org/interest-group/2297/national-association-of-realtors,National Association of Realtors,http://www.realtor.org/rpac,,,http://www.realtor.org/rpac,"The National Association of REALTORS® The Voice for Real Estate is Americas largest trade association representing 1 million members including NARs institutes societies and councils involved in all aspects of the residential and commercial real estate industries."
,241,sig-crawler,sig-crawler,241,http://votesmart.org/interest-group/1826/environment-america,Environment America,http://www.environmentamerica.org,,,http://www.environmentamerica.org,"Environment America is a federation of state-based citizen-funded environmental advocacy organizations. Our staff and members work to protect the places we love advance the environmental values we share and win real results for our environment."
,242,sig-crawler,sig-crawler,242,http://votesmart.org/interest-group/1788/the-national-lumber-and-building-material-dealers-association,The National Lumber and Building Material Dealers Association,http://www.dealer.org,,,http://www.dealer.org,The National Lumber and Building Material Dealers Association (NLBMDA) represents its members in the national public policy arena with emphasis on efforts to 1) promote the industry and educate legislators and public policy personnel; and 2) assist legislative regulatory standard-setting and other government or private bodies in the development of laws regulations and policies affecting lumber and building material dealers its customers and suppliers. Founded in 1917 the association has over 6000 members operating single or multiple lumber yards and component plants serving homebuilders subcontractors general contractors and consumers in the new construction repair and remodeling of residential and light commercial structures.
,243,sig-crawler,sig-crawler,243,http://votesmart.org/interest-group/1084/network-a-national-catholic-social-justice-lobby,NETWORK A National Catholic Social Justice Lobby,http://www.networklobby.org,,,http://www.networklobby.org,A Catholic leader in the global movement for justice and peace NETWORK educates lobbies and organizes for economic and social transformation.
,244,sig-crawler,sig-crawler,244,http://votesmart.org/interest-group/750/drum-major-institute,Drum Major Institute,http://www.drummajorinst.org/,,,http://www.drummajorinst.org/,"DMI focuses on working to eradicate poverty racism and militarism/violence through advocacy empowerment and education. Together we work to create a vibrant community-based society focused on social justice peace enriching lives and working to further realize the dream."
,245,sig-crawler,sig-crawler,245,http://votesmart.org/interest-group/2122/marriage-equality-usa,Marriage Equality USA,http://www.marriageequality.org/,,,http://www.marriageequality.org/,Officially founded in 2001 Marriage Equality USA is a volunteer-driven national grassroots organization whose mission is: "To secure legally recognized civil marriage equality for all without regard to sexual orientation or gender identity at the state and federal level through grassroots organizing education action and partnerships". We are a registered 501(c)3.
,246,sig-crawler,sig-crawler,246,http://votesmart.org/interest-group/2031/american-veterinary-medical-association,American Veterinary Medical Association,http://www.avma.org/,,,http://www.avma.org/,"The mission of the Association is to improve animal and human health and advance the veterinary medical profession. The objective of the Association shall be to advance the science and art of veterinary medicine including its relationship to public health biological science and agriculture."
,247,sig-crawler,sig-crawler,247,http://votesmart.org/interest-group/1046/citizens-united-for-rehabilitation-of-errants,Citizens United for Rehabilitation of Errants,http://www.curenational.org/,,,http://www.curenational.org/,"CURE (Citizens United for Rehabilitation of Errants) is a membership organization of families of prisoners prisoners former prisoners and other concerned citizens. CURE's two goals are(1) to use prisons only for those who have to be in them (2) and for those who have to be in them to provide them all the rehabilitative opportunities they need to turn their lives around."
,248,sig-crawler,sig-crawler,248,http://votesmart.org/interest-group/437/friends-committee-on-national-legislation,Friends Committee on National Legislation,http://www.fcnl.org/,,,http://www.fcnl.org/,Founded in 1943 by members of the Religious Society of Friends (Quakers) FCNL's nonpartisan multi-issue advocacy connects historic Quaker testimonies on peace equality simplicity and truth with peace and social justice issues. FCNL fields the largest team of registered peace lobbyists in Washington DC.
,249,sig-crawler,sig-crawler,249,http://votesmart.org/interest-group/309/national-association-of-social-workers,National Association of Social Workers,http://www.socialworkers.org/,,,http://www.socialworkers.org/,"The National Association of Social Workers (NASW) is the largest membership organization of professional social workers in the world with more than 152000 members. NASW works to enhance the professional growth and development of its members to create and maintain professional standards and to advance sound social policies."
,250,sig-crawler,sig-crawler,250,http://votesmart.org/interest-group/2412/conservative-review,Conservative Review,https://www.conservativereview.com/,,,https://www.conservativereview.com/,"The mission of Conservative Review® is to create a world-class community of conservatives by conservatives and for conservatives. Why? At some point or another every voter has felt like they have been duped - sold a fake bill of goods. Politicians and candidates run ads telling conservatives what they want to hear because campaign ads like it or not work. Politicians are selling a product themselves to you the voter. To cut through the talking points and the smoke and mirrors Conservative Review® employs two main tools: the Liberty Score and our in-depth profiles."
,251,sig-crawler,sig-crawler,251,http://votesmart.org/interest-group/265/population-connection,Population Connection,http://www.populationconnection.org/,,,http://www.populationconnection.org/,We are the largest grassroots population organization in the United States. Population Connection a 501(c)(3) organization has 140000 members supporters and participating educators. We educate young people about unsustainable population growth through K-12 lesson plans that reach 3 million students a year. We inform constituents across the country about their congressional representatives' stances on population growth and family planning. And we work directly with Congress and the White House to inform family planning policy and funding levels.
,252,sig-crawler,sig-crawler,252,http://votesmart.org/interest-group/2061/heritage-action-for-america,Heritage Action for America,http://heritageaction.com/,,,http://heritageaction.com/,We take the conservative policy visions outlined by our sister organization The Heritage Foundation" whose mission is: "to formulate and promote conservative public policies based on the principles of free enterprise limited government individual freedom traditional American values and a strong national defense."
,253,sig-crawler,sig-crawler,253,http://votesmart.org/interest-group/22/american-forest-and-paper-association,American Forest and Paper Association,http://www.afandpa.org,,,http://www.afandpa.org,"The American Forest & Paper Association (AF&PA) is the national trade association of the forest products industry and advances public policies that promote a strong and sustainable U.S. forest products industry in the global marketplace."
,254,sig-crawler,sig-crawler,254,http://votesmart.org/interest-group/970/usa-engage,USA Engage,http://www.usaengage.org,,,http://www.usaengage.org,"USA*Engage was established in 1997 to address the recurring imposition of unilateral economic sanctions as a substitute for the rigors of diplomacy. A broad-based coalition of manufacturing agricultural and services producers USA*Engage continues to advocate that the people-to-people intelligence and understanding conferred by commercial engagement trumps the demonstrable failure  witness Cuba and Iraq  of interdictions on commercial activity."
,255,sig-crawler,sig-crawler,255,http://votesmart.org/interest-group/125/united-states-campaign-to-end-the-israeli-occupation,United States Campaign to End the Israeli Occupation,http://www.endtheoccupation.org,,,http://www.endtheoccupation.org,"Our Campaign builds on existing opposition to settlements land confiscation house demolitions and other violations of international law by providing a common platform to challenge U.S. policies supporting the Israeli occupation of Palestine. We invite all who support this Call to contribute to the fulfillment of its purpose."
,256,sig-crawler,sig-crawler,256,http://votesmart.org/interest-group/2203/the-tea-party-leadership-fund,The Tea Party Leadership Fund,http://www.theteapartyleadershipfund.com/,,,http://www.theteapartyleadershipfund.com/,"The Tea Party Leadership Fund is a leader in this freedom movement  an outgrowth of TheTeaParty.Net the Leadership Fund applies the same values to supporting the election of strong Conservatives nationwide  putting your nationwide support into local action. We are dedicated to recruiting Americans who share the Founding Fathers vision of America as a beacon of liberty and hope throughout the world. We are a grassroots movements bringing ordinary citizens together to advance fundamentally American values. We are not a political party and are not beholden to any party or politician. We seek to reform the entire political environment from the bottom up and return political power to where it was always intended: the American people."
,257,sig-crawler,sig-crawler,257,http://votesmart.org/interest-group/1016/naral-pro-choice-america,NARAL Pro-Choice America,http://www.ProChoiceAmerica.org,,,http://www.ProChoiceAmerica.org,"We are made up of pro-choice women and men across the United States. Together we protect a woman's right to choose." How do we protect the right to choose exactly? We lobby Congress to convince your elected representatives to support your right to choose. We organize women and men to make sure that lawmakers hear from the pro-choice people they represent. We connect what happens in Congress or in the states to how it affects your ability to make private decisions like choosing legal abortion. We work with our state affiliates to advance ideas that are good for women's freedom. We fight back against the bad ideas that threaten our privacy. NARAL Pro-Choice America uses the political process to elect lawmakers who share our pro-choice values and defeat candidates who don't. We are passionate about our workand we couldn't do our job without the great people who stand with us."
,258,sig-crawler,sig-crawler,258,http://votesmart.org/interest-group/611/american-farm-bureau-federation,American Farm Bureau Federation,http://www.fb.org,,,http://www.fb.org,"AFBF is the unified national voice of agriculture working through our grassroots organization to enhance and strengthen the lives of rural Americans and to build strong prosperous agricultural communities."
